GeneID	P1_fert_egg	P1_s1_cell	P1_s16_cell	P1_s64_cell	P1_s128_cell	P1_s512_cell	P1_high	P1_oblong	P1_sphere	P1_s30pc_epi	P1_shield	P1_s4_somites	P1_s14_19_somites	P1_prim5	P1_prim25	P1_longPec	P2_fert_egg	P2_s1_cell	P2_s16_cell	P2_s64_cell	P2_s128_cell	P2_s512_cell	P2_high	P2_oblong	P2_sphere	P2_s30pc_epi	P2_shield	P2_s4_somites	P2_s14_19_somites	P2_prim5	P2_prim25	P2_longPec	P1TranscriptID	P2TranscriptID	CDS	CDSType	Cor	CorType
ENSDARG00000093216.2	30.34788876	11.09021688	61.3470737	1.030437968	25.45307054	19.86331617	11.71543315	7.191211028	1.800256961	5.126896699	0.8688369528	0.7777608088	0	0	0	0	61.08363013	102.9785511	78.66957683	84.66229525	61.1849059	71.29398581	130.8075342	87.51357884	34.82717424	20.32954566	11.09222516	3.935011087	0.279376297	0.1149274338	0	0	ENSDART00000176344.1|protein_coding|si:ch211-146l10.7	ENSDART00000136274.1|protein_coding|si:ch211-146l10.7	DiffCDSStart	2	NoCor	0
ENSDARG00000061603.7	0	0	0	0	0	0	0	0	0	0	0	5.409854717	1.41875981	5.68556767	2.765906047	7.289939256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.922082701	0.7292903834	ENSDART00000142605.3|protein_coding|sorbs2b	ENSDART00000136380.2|protein_coding|sorbs2b	SameCDSStart	1	NoCor	0
ENSDARG00000038059.6	44.42721201	63.62249479	44.26864993	62.33631213	34.97457548	47.18858196	52.87105306	45.84152795	22.38550541	32.21647278	32.24007877	22.30732189	27.58995452	24.41291534	32.8240665	22.35118199	3.988255513	4.99396017	4.995057073	4.995912798	3.4151036	4.951530059	4.187889452	6.651593986	4.843244987	10.89802438	8.102972772	6.994621408	4.641128785	8.979301566	12.28200637	59.78416687	ENSDART00000055473.5|protein_coding|grb2b	ENSDART00000136495.1|protein_coding|grb2b	SameCDSStart	1	NoCor	0
ENSDARG00000068714.8	0.5163085837	0.6260388548	0.664957694	0.3476503468	0.813132553	0.5320498571	0.275834173	0.1295989038	0.9888186423	0.4892678311	0	0.5756508773	0.5822582647	2.509940356	4.438222566	5.518405265	4.436606281	2.493714787	1.797561744	7.362203679	3.024183138	3.110738685	4.000921379	4.447590679	3.183733807	3.260201712	1.140891966	1.604491231	0.2093475049	0.7781023451	0	0.7224736339	ENSDART00000137636.2|protein_coding|ksr1a	ENSDART00000136510.2|protein_coding|ksr1a	DiffCDSStart	2	NegCor	2
ENSDARG00000031911.6	0.06268302552	0.1119995707	0.9119109628	0.5814383572	0.2659603689	0.3612878496	0.1275978565	0	4.251971221	21.50025787	59.5374883	20.38500318	12.44450553	29.95354958	18.81022893	9.602312832	0	0	0	0	0	0	0	0	0	1.788396339	15.34235705	12.1093	3.515276467	6.656427273	10.51163296	14.15096282	ENSDART00000138361.1|protein_coding|tns3.2	ENSDART00000136567.2|protein_coding|tns3.2	DiffCDSStart	2	PosCor	1
ENSDARG00000035649.5	0.03168045919	0.2239991414	0	0.5246303775	0	0	0.255195713	0.2591978076	0.3302651782	1.457895321	3.196139317	4.410121292	4.312019362	8.451974494	12.19573437	12.50290333	0.03168045919	0	0	0	0	0	0	0	0	0	1.344423959	0.863476316	1.37656351	2.486510302	3.871059962	2.616711705	ENSDART00000138295.2|protein_coding|ext1c	ENSDART00000136647.1|protein_coding|ext1c	SameCDSStart	1	PosCor	1
ENSDARG00000076554.4	0.4728042813	0.4798840658	0.4579173738	0.8020209413	1.342575537	1.099420548	0.275834173	1.11658909	2.060825128	2.899047645	3.293431572	9.512284829	7.355302711	5.759267405	3.813178589	1.851815257	0.04490434944	0	0	0	0	0	0	0.4597876752	1.200566589	5.833135611	1.177504189	3.134642557	0.6957182179	1.168197038	0.381932422	3.619301157	ENSDART00000145983.1|protein_coding|cdkn1a	ENSDART00000136722.1|protein_coding|cdkn1a	DiffCDSStart	2	NoCor	0
ENSDARG00000062674.6	21.59505531	17.39839082	19.0480221	18.26591182	18.25679093	19.60454112	25.0745815	28.01071014	41.90898265	36.40020776	27.12080753	20.45133645	23.64365516	25.85227306	52.06262282	19.03098076	0.04490434944	0	0.2289586869	0	0	0.03617428406	0.1275978565	0.3887967114	1.836825429	10.64580294	9.774474146	17.08182853	5.952527768	3.464940616	3.080537066	12.98696812	ENSDART00000151853.2|protein_coding|btbd10a	ENSDART00000136797.2|protein_coding|btbd10a	DiffCDSStart	2	NoCor	0
ENSDARG00000040838.7	7.290377123	6.986599125	15.3441817	5.573860679	18.96367867	11.79870672	5.237287331	2.28223096	3.497102056	5.278571238	1.626736943	5.270982921	3.729765309	7.541295003	5.612234175	7.704662888	0	0	0	0.1013492644	0	0.03617428406	0	0	0	0	0.470501344	0	0.4190198403	13.42847104	11.41245688	5.361347823	ENSDART00000059861.6|protein_coding|dcun1d2a	ENSDART00000136812.1|protein_coding|dcun1d2a	DiffCDSStart	2	NoCor	0
ENSDARG00000037307.4	36.11200336	29.76594138	22.63368455	45.28066486	24.72681921	44.09671972	21.7792716	32.5082164	9.574048486	11.85446895	9.412578091	6.823885348	2.625351914	8.384206313	4.782854054	2.728088296	3.91589568	4.45961085	2.023826847	3.434370498	4.235434103	5.698138494	2.076312765	0.9650520022	1.656484589	1.327904742	0.2015531214	30.29211738	14.32184657	23.14163558	5.088949308	10.61271141	ENSDART00000054266.4|protein_coding|gnpda1	ENSDART00000136909.1|protein_coding|gnpda1	SameCDSStart	1	NoCor	0
ENSDARG00000007836.9	335.6983367	332.7455894	417.558645	407.5493706	528.7279788	506.9698785	370.4427614	471.1119597	432.6263099	558.2760452	477.4096047	181.9534455	116.4701106	196.2867275	64.22752686	117.9912383	1.520481279	0.7038832072	0.4579173738	0.423281113	1.405818804	1.17838242	0.255195713	1.886760851	1.471742937	2.968595532	2.573544297	0	0	0	0	0	ENSDART00000122288.3|protein_coding|ctsla	ENSDART00000136965.1|protein_coding|ctsla	SameCDSStart	1	PosCor	1
ENSDARG00000087333.3	0.2313877958	0.1119995707	0.2289586869	0.3219318486	0	0.1273081544	0.5606061945	0.1295989038	0.164317314	0.28747114	1.271111274	4.831943509	4.056740826	9.459967241	4.295805089	9.158686853	35.94103001	39.07624496	26.89352854	26.66120764	20.14704012	21.12774666	23.57944836	35.42814698	45.75561146	41.67394108	22.36881007	20.27434718	14.70040385	24.72284151	15.81276637	18.38708686	ENSDART00000122059.3|protein_coding|scoca	ENSDART00000137047.2|protein_coding|scoca	DiffCDSStart	2	NoCor	0
ENSDARG00000056322.8	0	0	0	0	0	0.2701539793	0	0	0	0.03579980897	1.175005477	4.330590023	15.18316048	61.20279543	88.93521718	124.37888	0.7322030733	1.11272192	2.709991831	0.3219318486	1.922488095	1.438058261	0.6882040509	0.1295989038	0.8180040206	1.725597795	0.7053360551	1.4023813	0.1396435434	1.306318069	1.587726556	5.383948673	ENSDART00000074061.5|protein_coding|ldb3a	ENSDART00000137220.2|protein_coding|ldb3a	SameCDSStart	1	PosCor	1
ENSDARG00000037517.7	63.03148924	63.04334413	41.58244059	73.27863594	39.19805038	54.97088281	94.7880731	54.89381355	55.88450279	46.43655332	14.13312835	22.06160485	32.18436009	35.32269501	19.10355279	18.21072868	0.06336091837	0.1119995707	0.2179995035	0	0	0.1531641317	0	0	0	0.03579980897	0.2348347112	1.114555861	16.42151602	20.43106354	22.81479908	6.268427659	ENSDART00000132920.2|protein_coding|slc35c2	ENSDART00000137294.1|protein_coding|slc35c2	DiffCDSStart	2	NoCor	0
ENSDARG00000089477.3	2.82162367	1.888068057	5.951564805	0.3040477933	5.975091616	3.778371791	0.9551003756	1.253179648	0.8180040206	3.983630179	0.6720544654	0.5756508773	0	0.1934163406	0	0.2748720072	0.8134249197	1.701464882	4.540336036	1.102209498	1.634028407	1.813983031	1.493908481	2.186028912	2.488453525	10.8006681	5.166886612	9.525934238	6.557504876	12.42076683	11.82464919	32.42701732	ENSDART00000138723.2|protein_coding|si:ch211-132g1.3	ENSDART00000137332.2|protein_coding|si:ch211-132g1.3	DiffCDSStart	2	NoCor	0
ENSDARG00000023694.9	0.07658480862	0	0	0	0	0.1604437007	0	0	0.1591042144	0.1268699805	0.2015531214	2.504713441	0.8393266715	9.093847184	4.546383475	31.08024513	0	0	0	0	0	0	0	0	0.164317314	0	0	0.2878254387	2.161789814	9.958590191	5.582005078	33.74664244	ENSDART00000031828.8|protein_coding|spon1b	ENSDART00000137375.1|protein_coding|spon1b	SameCDSStart	1	PosCor	1
ENSDARG00000036257.7	126.5869879	163.4929533	21.87781025	214.2704933	26.27212047	68.04967542	325.5748855	158.3377295	114.0395512	38.74461984	76.82612134	29.55051459	116.0194562	51.23779	87.02031211	18.95576082	14.03337415	10.31456981	14.60591347	15.09399724	12.11739676	9.494777789	13.58339924	13.32336505	9.907282391	16.25203324	17.981078	35.91154845	18.93210991	22.62863407	13.95153675	13.11642046	ENSDART00000052666.6|protein_coding|rasal2	ENSDART00000137384.1|protein_coding|rasal2	DiffCDSStart	2	NoCor	0
ENSDARG00000040644.5	3.961857301	2.246001059	3.158143335	5.203308242	2.680140682	2.065040916	2.303933837	4.518746361	5.573584028	15.26907267	3.54802891	7.550990602	4.095724577	12.95253301	7.397649845	20.9597402	0	0	0	0	0	0	0	0	0.1591042144	0.03579980897	0	0	0.9103529872	3.130000392	3.907994042	3.404773487	ENSDART00000059508.4|protein_coding|pxylp1	ENSDART00000137434.1|protein_coding|pxylp1	DiffCDSStart	2	PosCor	1
ENSDARG00000070339.6	0.04490434944	0	0	0	0	0	0	0	0	0	0.470501344	16.79671082	25.28249674	7.999027816	2.717359861	5.428438315	0.03168045919	0	0	0	0	0	0	0	0	0	0	38.51697986	21.39176592	22.5248432	13.78230864	15.44602625	ENSDART00000082472.4|protein_coding|hoxc3a	ENSDART00000137507.1|protein_coding|hoxc3a	DiffCDSStart	2	PosCor	1
ENSDARG00000020261.8	32.01716829	31.63166177	69.26881023	27.80270429	60.3856046	51.89292942	20.58521371	28.87306051	19.23393173	33.35066109	25.18536236	75.31282647	40.44705207	74.58091153	44.25607685	157.6970969	0	0	0	0	0	0	0	0	0	0	0	0.2878254387	0.1396435434	1.408967245	1.942716392	2.752869606	ENSDART00000003940.8|protein_coding|rab2a	ENSDART00000137538.1|protein_coding|rab2a	DiffCDSStart	2	PosCor	1
ENSDARG00000016866.11	20.24310824	23.84700227	7.432415071	35.88105473	6.991916823	15.18085038	30.8680787	26.3747988	13.68986902	4.150676747	0.7949098955	0.2878254387	0.5813149868	1.549461668	1.104769666	0.4476016267	17.44139501	15.98776671	6.769265241	25.44645335	6.305105761	12.76284976	26.22769592	28.47840039	11.79775182	7.05752195	1.848294311	2.467967547	5.187077366	8.488416399	8.495630416	5.984560338	ENSDART00000122066.3|protein_coding|fam102ab	ENSDART00000137556.1|protein_coding|fam102ab	SameCDSStart	1	PosCor	1
ENSDARG00000024785.9	0	0	0	0	0	0	0	0	0	0	0	0.2878254387	2.187236593	11.92265565	23.09515278	33.3659307	10.59553294	19.84413893	8.825250291	17.53479349	7.440230253	15.23887141	17.50704752	29.12273313	16.30734788	19.87820114	7.264104694	0	0.0697039615	0.5259205131	0	0	ENSDART00000101306.5|protein_coding|ctnna2	ENSDART00000137609.3|protein_coding|ctnna2	DiffCDSStart	2	NegCor	2
ENSDARG00000005479.12	0	0	0	0	0	0	0	0	0	0	0	1.114555861	0.6749378635	3.789798638	4.968224485	12.10108154	0	0	0.2179995035	0.1013492644	0	0.1893384158	0	0	0	0	0.7045041335	63.13276322	27.83697617	61.11849778	27.25242129	68.50637778	ENSDART00000148701.2|protein_coding|tenm3	ENSDART00000137676.2|protein_coding|tenm3	DiffCDSStart	2	PosCor	1
ENSDARG00000004672.12	6.802104615	4.881538896	9.6225894	5.147797329	9.408967577	6.197680785	5.374404505	5.586568361	5.753751498	3.951381158	0.9393388447	9.813023802	6.63966268	11.22450035	10.61422482	21.2959805	0	0	0	0	0	0.03617428406	0	0	0	0	0	1.941286284	14.68932951	13.98729145	4.151264836	0.6489638028	ENSDART00000042716.8|protein_coding|ptk2ab	ENSDART00000137745.2|protein_coding|ptk2ab	DiffCDSStart	2	NoCor	0
ENSDARG00000010816.12	0.52215097	0.1119995707	1.570947855	0	2.127958107	0.9363648346	0.4034320295	0	0.3234215284	1.964997783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2348347112	0	0.4887238018	2.822808083	1.705011874	15.78377198	ENSDART00000178841.1|protein_coding|slc7a14a	ENSDART00000137746.2|protein_coding|slc7a14a	SameCDSStart	1	NoCor	0
ENSDARG00000028335.8	267.0750828	303.0274526	471.3832456	511.4080017	599.2613181	533.5362295	701.2160794	721.8493651	1038.4424	1541.081949	4935.743461	4271.636852	7115.883653	1905.28324	3084.202305	954.9116201	23.2165058	20.08891141	44.41939852	33.0328637	84.40495576	55.43304265	49.91724497	38.84518079	29.83043447	62.58565234	59.72221076	13.32123907	14.35033768	21.2609734	24.51454774	38.08736989	ENSDART00000028885.8|protein_coding|hmga1a	ENSDART00000137826.2|protein_coding|hmga1a	SameCDSStart	1	NoCor	0
ENSDARG00000069100.5	47.63248993	39.91434497	48.19700527	51.21995999	59.08325046	63.06259364	41.48684007	51.0898568	60.14225594	80.62638193	68.68550138	30.34571868	31.25946389	67.10102219	90.39405093	60.2591752	9.294995809	5.248111875	9.12752492	12.58785733	12.5506552	13.60594191	3.612244455	10.62433169	7.575543663	18.7322093	13.57443918	7.163183164	3.305716233	8.160245446	8.0342576	3.722705276	ENSDART00000171771.1|protein_coding|aldh9a1a.1	ENSDART00000137838.2|protein_coding|aldh9a1a.1	SameCDSStart	1	PosCor	1
ENSDARG00000006192.9	83.37758638	46.99140962	31.59974316	110.6515164	20.23229916	43.92320292	59.50487164	66.86574358	58.79206081	49.00714321	19.71606184	47.498758	11.02216887	26.34227928	16.70666301	26.13604752	3.912365781	1.197365272	4.497491049	3.441894708	4.227525112	2.953668507	1.274642042	2.259591293	1.478427766	2.365872625	0.2015531214	6.784261792	1.048049586	3.466124034	1.587099855	2.596148036	ENSDART00000033103.6|protein_coding|gatad2ab	ENSDART00000137985.2|protein_coding|gatad2ab	DiffCDSStart	2	NoCor	0
ENSDARG00000054978.6	43.7191243	54.25268469	4.724712159	57.10680672	3.534017182	15.93240442	54.85948334	31.43483566	33.37188729	9.742286946	6.497889172	10.21698333	2.730259221	13.92945552	6.967912375	15.36124103	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5951805337	0.8214833025	12.91655067	ENSDART00000145063.1|protein_coding|kifc3	ENSDART00000138075.1|protein_coding|kifc3	DiffCDSStart	2	NoCor	0
ENSDARG00000011462.9	10.089089	4.541202533	14.64665552	4.374806225	8.679695102	9.496597381	8.508515989	3.431786897	3.691942594	13.25018452	5.708981654	24.33221689	10.07760152	20.1060013	8.009184994	23.55117595	0.716347508	1.213250495	1.124671993	0.2026985289	1.61877696	1.126306138	0.275834173	0.1295989038	0.674322076	1.158580086	0	0.2878254387	0	0.2439161963	0	0	ENSDART00000005853.8|protein_coding|otub1b	ENSDART00000138193.1|protein_coding|otub1b	DiffCDSStart	2	NoCor	0
ENSDARG00000025403.9	0	0	0	0	0	0.1604437007	0	0.1295989038	11.95524772	76.44333643	10.95494033	9.846070356	3.316104635	9.463016628	1.717661211	3.302383251	0	0	0	0	0	0	0	0	0	0	0	0.2878254387	3.880545929	2.831138037	1.596532204	2.021242065	ENSDART00000098246.4|protein_coding|ftr83	ENSDART00000138292.1|protein_coding|ftr83	DiffCDSStart	2	NoCor	0
ENSDARG00000079930.4	74.66222836	125.5227957	33.55284114	204.3463867	40.87728265	95.77611025	205.2379559	285.1510119	110.5642707	84.19800701	64.43202968	11.16324283	10.04026978	12.26659611	16.33265613	12.1927838	0.4669138994	0	1.592355236	0.2026985289	1.117118843	0.6605896298	0.1275978565	0	0.6605825664	1.031369198	0	0	0	0	0	0	ENSDART00000131420.1|protein_coding|si:dkeyp-68b7.5	ENSDART00000138307.1|protein_coding|si:dkeyp-68b7.5	DiffCDSStart	2	NoCor	0
ENSDARG00000028228.8	12.60650402	12.33543706	14.40225841	13.88891872	10.75722877	12.94144952	9.307416317	5.001813595	7.140947404	2.523552457	1.304392864	4.879358276	6.789144881	4.896103991	2.717301556	5.72150785	0	0	0	0	0	0	0	0	0	0	0	0.7777608088	2.984496578	2.683623115	5.300748554	5.866300896	ENSDART00000169895.1|protein_coding|zbtb18	ENSDART00000138312.2|protein_coding|zbtb18	SameCDSStart	1	NoCor	0
ENSDARG00000062420.6	0.04490434944	0	0	0.1013492644	0	0.1604437007	0	0	0.164317314	0.1056139747	0	5.372953356	2.538217813	2.874757144	2.568590294	9.664817935	0	0	0	0	0	0	0	0	0	0	0	0	0.3024991408	0.8492671289	4.419916848	16.99062883	ENSDART00000138233.2|protein_coding|nfia	ENSDART00000138382.1|protein_coding|nfia	DiffCDSStart	2	PosCor	1
ENSDARG00000091271.3	36.42514074	79.89451724	15.08770849	50.08580846	19.97948348	46.85960841	66.45869512	83.47055574	22.77201293	23.22814742	31.96716821	19.34883511	19.05055612	19.36803949	19.7882107	9.280863712	11.94472754	40.43837224	6.575411503	27.40003617	6.326452507	20.63341143	33.1162615	30.05808091	7.232720413	2.385479718	0	0.2878254387	0	0.2688642172	0.2072652069	0	ENSDART00000136539.1|protein_coding|si:ch211-225g23.1	ENSDART00000138600.2|protein_coding|si:ch211-225g23.1	DiffCDSStart	2	PosCor	1
ENSDARG00000058693.5	2.963926275	3.128064883	1.553635602	3.406956849	3.591789514	2.469125327	2.279957186	1.728232109	4.074391413	8.137696148	42.2177346	101.2638786	51.37885564	34.63383834	29.27214912	11.92212996	0.3128973408	0	0	0.2205825841	0	0.03617428406	0	1.007113128	10.4904649	6.579927117	11.23700077	3.714265079	34.73626382	50.18957676	40.98634974	21.02587779	ENSDART00000132699.2|protein_coding|cast	ENSDART00000138619.2|protein_coding|cast	DiffCDSStart	2	NoCor	0
ENSDARG00000086471.3	19.52998668	40.89395638	29.14994271	12.52055521	31.68825515	30.12629241	32.87341206	23.54757102	10.25974104	6.487172026	0.6331703201	1.978032177	2.006447324	1.139083455	2.114538489	2.424777671	21.65414917	53.44561713	84.78523503	10.65924735	76.73260705	68.1169521	21.35469504	37.17366189	10.99895954	12.81188019	1.741612618	5.374169737	12.43418081	17.64146136	14.12564924	27.66424927	ENSDART00000124963.3|protein_coding|pkig	ENSDART00000138731.1|protein_coding|pkig	DiffCDSStart	2	PosCor	1
ENSDARG00000016981.9	0	0	0	0	0	0	0	0	0.1591042144	0.8612108149	2.907276567	1.365635406	10.36743681	13.24915882	8.691469205	2.585517654	0.04490434944	0	0	0	0	0	0	0	0.164317314	1.158262041	10.75410737	18.4311687	11.02112093	8.377973935	13.95442579	3.649599519	ENSDART00000110550.3|protein_coding|bcar3	ENSDART00000138855.2|protein_coding|bcar3	DiffCDSStart	2	PosCor	1
ENSDARG00000026862.8	467.4021404	286.8939826	176.6816005	344.6070359	197.2714775	232.5696738	313.8863238	485.9827309	436.6556239	263.3556949	67.49397114	27.33031352	54.56311418	67.0680817	37.8654225	18.59511224	82.51746908	61.79433246	97.91626045	71.7707972	113.6857736	84.65013275	51.04729688	96.58004781	84.97246257	83.6383126	19.25717435	1.4023813	2.561640749	5.748441512	2.16224543	5.171054569	ENSDART00000146202.3|protein_coding|aktip	ENSDART00000138893.3|protein_coding|aktip	SameCDSStart	1	PosCor	1
ENSDARG00000025011.10	2.260110121	1.078566702	6.958045827	0.8020209413	4.329180263	2.288672213	0.786225599	0.3887967114	1.015238859	2.642773602	0	0.863476316	0.605233902	3.207654336	2.099535148	2.38483403	0	0	0	0	0	0	0	0	0	0	0.9068891765	2.819421504	0.4892969925	1.434424635	1.29417248	0.6453626509	ENSDART00000134276.3|protein_coding|synj1	ENSDART00000139056.1|protein_coding|synj1	DiffCDSStart	2	NoCor	0
ENSDARG00000053684.7	1.060782948	0.5140392841	1.13260405	2.595466046	1.588011541	2.739134992	1.652115814	20.82920957	272.8796358	470.9661544	599.0234287	698.7265487	487.6233928	412.1247003	192.928484	127.0197872	0	0	0	0	0	0	0.1275978565	0.589386579	2.317014946	3.86975013	3.545849703	3.385289567	0.3722031023	1.779413024	0.9354340069	0.4476016267	ENSDART00000075744.6|protein_coding|aldob	ENSDART00000139103.1|protein_coding|aldob	SameCDSStart	1	PosCor	1
ENSDARG00000071478.8	167.8049032	143.5542639	73.23672134	198.018966	80.32869277	103.5668842	126.4057532	160.4699526	132.5211855	60.81383228	15.8520991	6.940849896	2.928244481	7.188287916	5.894170561	8.279041655	0	0	0	0	0	0	0	0	0	0	0	1.234761197	2.701905095	2.812776806	4.195843205	2.281150971	ENSDART00000105721.5|protein_coding|lnx2b	ENSDART00000139159.1|protein_coding|lnx2b	SameCDSStart	1	NegCor	2
ENSDARG00000062081.7	14.76361534	10.51565021	28.26873346	12.63587134	22.58420904	20.57224353	14.7816468	9.003156344	9.329486333	8.965059542	6.685191722	11.02388451	11.11831879	13.76919108	7.655134141	17.09311238	0	0	0	0	0	0	0	0	0	0	0	0	1.025522949	2.059441617	2.239737521	5.876743703	ENSDART00000140981.1|protein_coding|tbc1d1	ENSDART00000139190.1|protein_coding|tbc1d1	DiffCDSStart	2	NoCor	0
ENSDARG00000074435.2	10.38462451	15.22706336	14.32168911	24.04000569	15.50302228	18.3215049	15.24455969	8.394204273	14.65427381	9.407128632	1.969915373	2.938071993	6.007899838	9.557673936	9.990518382	9.551727708	0	0	0	0	0	0	0	0	0	1.100337625	2.3576798	0.863476316	0.6998718407	0.2868367593	0.1962206283	0	ENSDART00000110821.2|protein_coding|ttc19	ENSDART00000139215.1|protein_coding|ttc19	DiffCDSStart	2	NegCor	2
ENSDARG00000055092.5	5.05371774	4.950838823	11.22817447	3.676733534	10.75524061	9.813400047	4.14452972	6.677518197	4.081664972	3.704008755	0.8281914853	11.09716479	4.121642642	13.14804508	13.27966552	25.31095311	0	0	0	0	0	0	0	0	0	0	0	0.2878254387	0.555749844	6.313642863	5.873364737	8.009229635	ENSDART00000077404.4|protein_coding|pora	ENSDART00000139229.2|protein_coding|pora	DiffCDSStart	2	PosCor	1
ENSDARG00000005104.10	32.45192391	38.39813936	34.72532926	36.22361208	41.9918104	30.39195559	34.91657166	38.46567779	74.06880727	69.97981651	29.6419159	16.38173554	17.14420075	25.27627188	20.96366516	19.83683474	0.03168045919	0	0	0	0	0	0	0	0	0	0	1.114555861	1.723360374	0.6814830604	0	0.3454592389	ENSDART00000093185.3|protein_coding|limk2	ENSDART00000139260.1|protein_coding|limk2	DiffCDSStart	2	NegCor	2
ENSDARG00000009336.7	449.0330262	281.7789967	273.9745284	213.1092514	315.54923	276.9559463	331.8952414	216.5024359	423.99775	669.5203976	412.5877702	54.89178836	77.796592	77.93523865	50.91596536	38.78498184	2.734194226	1.352663953	1.358869153	0.4489996112	3.330887455	1.71991467	1.388108714	0.5183956152	3.385236936	5.258261164	2.723876651	0	0	0	0.09811031416	0.1727296195	ENSDART00000009500.7|protein_coding|aif1l	ENSDART00000139317.1|protein_coding|aif1l	DiffCDSStart	2	PosCor	1
ENSDARG00000056030.5	0.7530756225	0.1119995707	0.2179995035	0.4053970578	0.2659603689	0.1996567225	0.3827935694	0	0	0	0.2348347112	22.50239373	16.96344146	13.51440723	9.287462791	14.32187429	0.1541250943	0.5140392841	0	0.3040477933	0	0.03617428406	0	0	0	0	0	49.30291918	71.32899157	15.05028587	3.048852198	3.481719057	ENSDART00000078453.4|protein_coding|hoxb7a	ENSDART00000139334.1|protein_coding|hoxb7a	DiffCDSStart	2	PosCor	1
ENSDARG00000027357.5	11.56078349	11.72769089	9.419962716	2.907178472	4.90635254	7.846038829	2.664342941	16.33966078	18.03620736	15.19072744	9.095117156	0	0	0	0	0	97.22589453	90.84854013	138.0201337	14.32089044	164.0165625	119.1735837	23.28191765	60.31727814	110.7299096	145.2369466	105.0967567	130.3470975	96.44460098	71.33920821	54.19549108	92.8766716	ENSDART00000035759.5|protein_coding|cd2bp2	ENSDART00000139410.1|protein_coding|cd2bp2	SameCDSStart	1	NoCor	0
ENSDARG00000015686.6	0	0	0	0	0	0.03617428406	0	0	0	0	0.470501344	10.2495346	23.99200878	24.61047497	23.10692793	7.913762811	2.671257606	1.855232242	2.264733922	0.9772295344	1.048865185	2.399782453	0.4034320295	0.589386579	1.180802496	0.8095449604	0	0	0	0	0	0	ENSDART00000019705.6|protein_coding|bmp6	ENSDART00000139467.1|protein_coding|bmp6	DiffCDSStart	2	NegCor	2
ENSDARG00000061757.7	17.85798156	11.89473485	17.97549187	13.45694953	20.91463482	18.24806708	15.60339693	13.18659132	14.97739284	17.19745353	5.130937305	14.8204226	9.639853748	19.55986292	15.4441393	16.83888348	0	0	0	0	0	0	0	0.1295989038	0	0	0	0.5756508773	8.078390776	2.286936747	1.96035366	1.294076359	ENSDART00000088460.6|protein_coding|rabgap1l	ENSDART00000139523.1|protein_coding|rabgap1l	DiffCDSStart	2	NoCor	0
ENSDARG00000004270.10	109.9582459	78.99674359	48.70603455	79.42194514	31.74742689	44.14492526	64.26196089	96.72845411	26.06906566	10.19507796	4.78876861	11.27850912	8.536139867	17.15045384	10.8846646	15.98389988	30.97093571	35.62787261	5.769021111	31.00817155	5.041482427	12.16264117	20.65392994	32.60784779	10.02310326	3.385245557	0.2015531214	2.177026799	2.848079372	7.634327661	9.490457258	5.23156043	ENSDART00000023054.9|protein_coding|atl3	ENSDART00000139552.3|protein_coding|atl3	SameCDSStart	1	PosCor	1
ENSDARG00000094896.3	29.52080444	21.08286647	26.03519849	15.79428003	25.48493623	22.13970775	25.36575807	11.06040561	13.39954032	9.177587297	0.637940954	0	0.0697039615	0	0	0	9.666718066	5.446018844	9.414189691	5.801796868	7.267580564	7.465803004	5.73455326	6.766784968	4.724989518	3.170359983	0.4363878326	0.2878254387	0	0.1514059378	0	0.1727296195	ENSDART00000138050.2|protein_coding|rbm33b	ENSDART00000139566.3|protein_coding|rbm33b	DiffCDSStart	2	PosCor	1
ENSDARG00000020354.9	0.06268302552	0	0	0	0	0	0	0	0	0	0	0	1.32834692	1.714539707	0.9763488133	0.1727296195	29.14399387	12.52774893	37.3610646	31.21489525	28.72768223	25.27857846	13.41034275	14.21435743	7.412307173	10.72946718	2.284682143	0.5756508773	0.1630912178	0.1836197269	0	0	ENSDART00000161363.1|protein_coding|lmx1a	ENSDART00000139609.1|protein_coding|lmx1a	DiffCDSStart	2	NegCor	2
ENSDARG00000090444.3	2.489363673	4.777791863	6.07064809	1.418691554	7.21928592	5.408716601	2.438467874	2.38989168	1.96111233	8.045825293	0.6046593642	0	0.0697039615	0.02476810252	0.09811031416	0.1727296195	1.694074685	1.560720203	3.378354185	0.8722807242	1.329801845	1.684591409	0.1275978565	0.2591978076	1.32787947	7.042173157	1.742759568	0.2878254387	0.3024991408	5.964193055	1.390879227	17.40306022	ENSDART00000138786.2|protein_coding|ponzr1	ENSDART00000139685.1|protein_coding|ponzr1	DiffCDSStart	2	NoCor	0
ENSDARG00000013110.11	0.9604394124	0.2239991414	0.8886779078	0.2205825841	2.165949144	1.752917353	0.1275978565	0.1295989038	0.3182084287	1.006387605	0	0.2878254387	0.8152890644	3.707904072	3.091633835	17.57208493	0	0	0	0	0	0	0	0	0	0	0	0	0	2.141592439	2.192400742	4.537705234	ENSDART00000142708.3|protein_coding|dmtn	ENSDART00000139722.1|protein_coding|dmtn	SameCDSStart	1	PosCor	1
